t,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1981,14237.48412,16097.16795,6286.913575,3514.042579,3221.172772,3672.403131,1630.698474,605.4367751,371.6497048,4007.778441,11329.56317,2899.570917,2720.085425,2020.152579,763.5058036,3741.236457,3396.943836,356.7580415,2077.926092,315.689392,825.0527472,515.1613001,10494.59874,10381.32656,444.9232843,556.9760006
1982,14173.61993,16000.58792,6192.65264,3562.260056,3155.391595,3400.352284,1800.3118,590.8052841,365.1870001,4073.637702,11511.40068,2755.897727,2796.346316,2148.170745,808.8233616,3976.391484,3766.833243,371.1439268,2205.674464,328.890275,923.908209,549.0280634,10850.08456,10698.01864,455.5396257,581.207515
1983,14391.05045,17110.51085,5609.765009,3580.97746,2959.322131,3292.651923,1842.979138,568.7958347,362.4090738,3959.536865,11818.35332,3121.302768,3008.039188,2275.300603,833.0161354,4229.570925,4155.137397,382.7909969,2382.105179,351.0766964,936.6863955,566.9030644,11111.9226,10566.21659,472.634365,557.2505111
1984,14846.98899,17955.9006,5647.093319,3645.453196,2891.601084,3186.085518,1857.062936,546.7032536,360.6342529,4147.040674,12180.70133,3219.942947,3187.231997,2279.242619,852.9392234,4196.705103,4134.412946,398.2841603,2506.768916,407.5004416,945.3514315,607.6818765,11324.57629,10643.27729,489.2139857,557.4875145
1985,15449.33441,18832.22335,5580.086546,3652.640574,3080.104688,3150.766721,1923.740199,549.6308749,339.8083655,3939.199478,12548.82547,3285.903636,3288.654099,2120.689035,851.1661841,3843.901074,4218.730122,421.8463525,2678.651005,472.9027081,940.2999713,660.2145551,11917.58237,11319.2595,502.3514001,520.1909503
1986,16227.9673,19751.13196,5285.234141,3664.886683,3297.728419,3417.876269,1945.332277,580.994581,341.6080469,3845.274912,13019.24074,3364.096259,3151.4986,2204.732321,913.9645334,4002.041834,4373.424443,442.5433584,2914.153066,516.6464331,953.3320466,703.9133773,12384.81435,11827.83159,516.0890493,555.2202022
1987,16655.31404,20250.53459,5040.359389,3753.886947,3384.223016,3427.970432,1856.842263,557.0584593,370.5914832,3963.818555,13519.30731,3612.034123,3459.160047,2299.061231,1135.172369,4224.217119,4070.202547,456.4101138,3184.239802,580.7900691,992.8358197,698.9372555,12862.04545,12130.3782,527.6800748,551.4011726
1988,17204.38213,20779.83151,5742.312076,3749.704554,3479.350893,3315.140775,1893.785105,575.1056096,366.6462566,4041.205125,14132.32996,3839.648298,3424.379329,2370.407804,1226.221611,4450.737154,4114.56065,479.3884754,3440.805999,643.2718537,1053.466013,726.4398832,13685.50033,12770.37763,542.5586046,534.6268028
1989,17606.45598,21539.80294,6145.931756,3805.259237,3724.275842,2958.956662,1915.278696,567.8787389,376.0471076,4145.804936,14642.5696,3871.954166,3420.623604,2236.073626,1326.362708,4079.389665,3826.938623,502.8751045,3739.461146,687.5803676,1136.231527,776.0444404,14397.67075,12756.26674,548.3350825,506.0141905
1990,17800.75247,21908.69144,6427.168998,3808.350741,3819.001544,3166.910703,1921.534139,568.5752374,378.1151655,4144.823961,15239.37664,4066.373753,3736.730978,2223.275969,1307.633361,4155.839371,3623.637175,519.1667824,4039.605349,704.5018624,1235.014701,859.6763853,15027.63203,13525.8102,556.2576051,526.9985775
1991,17803.90761,22061.52433,6643.118394,3795.769459,4017.120984,3530.569434,1847.931057,568.3486664,371.8393018,4131.290611,15708.47129,3919.012931,3828.233299,1866.227433,978.970915,4249.118501,3772.665635,523.3177555,4339.597218,788.3473358,1273.51059,916.6019213,15623.48782,13145.51183,564.5981554,530.5776843
1992,17913.37008,22803.34995,6830.795706,3810.34506,3763.989817,3892.408745,1894.012778,552.2079396,374.6849347,4134.001652,16076.9939,4049.408428,3993.065877,1757.926768,1028.725066,4641.064836,3950.582109,544.451524,4665.319561,882.931586,1349.162618,975.733662,16054.18252,13098.14869,586.4212161,501.5893407
1993,18023.72725,23180.08271,7011.52062,3794.24742,3676.931144,4100.027654,1896.23401,541.4706896,375.1719211,4116.481054,16285.031,4171.12924,4284.922799,2191.932329,1052.643252,4028.004289,3953.216081,562.7680566,4926.29432,950.121007,1460.541908,1047.94433,16473.6708,13352.00903,605.6030555,465.3368548
1994,18417.46836,23700.11927,7220.883072,3830.117447,3766.077465,4377.597425,1932.827135,508.1653042,387.5465629,4157.877664,16685.54343,4390.002015,3858.483727,1652.438348,950.26558,3639.412692,4081.731486,581.977333,5301.598692,1037.205139,1563.434757,1103.007567,16974.70773,13762.07974,611.3060194,476.3556341
1995,18493.68975,24004.18234,6573.249373,3920.632688,5151.68424,4484.945201,1920.556384,511.5436074,400.2664439,4259.442111,17047.23601,4841.883177,4070.932062,1607.389817,1038.111159,4007.47093,4039.361456,627.8219563,5720.469879,1096.697269,1655.970287,1147.391218,17511.3789,14356.18981,629.4131856,498.8864386
1996,18529.41579,24694.88313,6675.830369,4040.610281,5323.32062,4466.508866,1958.570562,522.3746783,387.8429264,4437.606351,17456.78324,5154.441051,4339.563612,1651.917341,1112.861212,3756.978818,3967.815977,661.2596485,6155.932888,1167.856459,1744.098148,1180.564898,18019.42748,14819.59974,647.0914951,505.1221519
1997,19281.76675,25668.51188,7043.439063,4200.486761,5420.646813,4657.503647,2019.978875,520.6991925,388.3059633,4542.941065,18015.52718,5470.5715,4782.960834,1720.84526,1146.587339,3927.927893,4037.169177,697.8142562,6449.825121,1282.365199,1807.052255,1209.975194,18358.33163,15325.1555,645.9040221,538.511781
1998,20132.44653,26851.79374,7310.063561,4345.023642,5365.573566,4811.000519,2120.367195,543.3327106,395.0165361,4545.715927,18649.76519,5816.902487,4609.068747,1740.103276,1140.673482,3842.962155,4555.37885,740.2641774,6047.007863,1371.721223,1692.503036,963.298526,18134.32845,15966.57321,647.3644791,553.6222504
1999,20710.65376,27867.13882,7531.171485,4472.268878,5284.870887,4639.717916,2153.756338,520.8698061,403.8228756,4674.790477,19308.78022,6072.20718,4749.156691,1721.558222,1103.449872,3991.846289,4200.776604,810.4937849,6604.380708,1491.434769,1762.965291,962.5190908,18217.41593,16447.39968,661.410292,537.6033097
2000,21003.32434,28601.80058,8055.792093,4622.391155,5282.968358,4627.531104,2082.842284,507.6073046,417.9331852,4770.878039,19998.12057,6397.414635,5178.33984,1821.923083,1143.880099,4415.705274,3918.352042,841.2714376,7457.932072,1633.353277,1901.115373,1032.310577,18851.28659,16534.80102,693.6855546,543.7212301
2001,21626.09743,28965.07767,8024.321839,4653.029415,5308.562437,4667.525708,2182.596312,516.5958505,435.0183642,4777.800588,20451.44177,6730.62802,5035.783245,2103.040544,1293.37405,4824.585855,4164.167942,888.438288,7932.946349,1745.027545,1952.65145,990.0732441,19285.90444,16782.50454,709.2562928,567.5782166
2002,22341.82836,29438.07692,8120.011624,4658.966287,5310.62933,4063.931392,2200.382934,467.7840465,441.7830882,4770.897248,20822.2569,7119.903568,5248.727547,2300.594661,1431.354148,5287.364539,4179.484547,926.9356832,8556.490272,1892.965966,2018.271154,1080.444389,19479.70098,17618.98929,750.8549933,586.46452
2003,22478.76639,29962.03727,7379.975031,4772.427541,5180.19045,4025.085882,2201.082264,487.1386787,454.1340384,5010.885534,21131.71098,7462.32461,5487.449981,2607.780736,1570.015885,5741.777732,4278.232968,991.2079443,8721.988459,2013.042877,2062.021387,1198.369507,19738.71526,18089.04307,782.1783733,587.5522627
2004,22721.5881,30605.13187,7468.294168,4826.502721,5256.821272,4180.991338,2255.381698,461.3066231,466.2188031,5281.086893,21546.57153,7717.64055,5981.801521,2873.796264,1738.869469,6097.865774,4313.453057,1052.373684,8859.335456,2152.638466,2148.767454,1240.124475,20251.48249,18571.54139,807.338091,611.6772861
2005,23180.66956,31191.55802,7655.910637,4949.248771,5528.521078,4413.099969,2314.203687,459.9290481,482.2518104,5516.002034,21859.55095,8221.845102,6411.211984,3226.56019,1914.340586,6030.642123,4270.243961,1123.41052,9302.280997,2293.569972,2127.077075,1269.740173,20663.10946,18878.79527,852.984843,615.9391205
2006,23583.35924,31810.81781,7737.079656,5138.707005,5751.163963,4622.89271,2368.219908,484.7242443,515.5680802,5725.597147,22368.48998,8708.887191,6884.379231,3404.32651,2007.765151,6726.149489,4378.407503,1214.086363,9831.331839,2572.375816,2234.624734,1325.917161,21124.51379,19102.22821,906.1444206,641.8652711
2007,23846.86379,32125.81862,7856.788203,5308.535143,6060.941352,4933.059821,2553.561295,515.6063382,549.82319,5934.711844,22929.49493,9303.24348,7248.179323,3762.020442,2176.315597,7307.655971,4448.705637,1315.169118,10334.74313,2928.434284,2387.440182,1371.640703,21578.95194,19480.6168,949.5411505,671.0024556
2008,24035.89571,31309.97011,7942.461276,5422.588207,6420.817994,5218.30539,2680.000463,538.1032273,566.6106952,6201.797184,23167.39736,9693.499288,7108.275529,3904.21692,2259.561058,7782.586141,4636.27367,1368.004246,10541.81143,3225.658132,2480.970657,1480.774576,21782.54856,19718.77905,967.635648,721.8266157
2009,23773.94746,29719.04046,7627.888014,5304.151984,6284.104674,5243.96139,2863.893576,589.7623697,593.0573047,6044.596689,22434.90867,9213.248912,6617.409809,3388.065893,2374.531334,7268.494532,4885.754216,1463.371011,10280.41638,3555.55539,2469.737351,1536.644276,20992.41411,19564.80871,974.7971061,730.3353021
2010,24171.39861,30502.31121,7981.991575,5349.171457,6729.466923,5445.396035,2916.284545,624.7121097,622.1503306,6240.018718,22831.40372,9470.984349,7163.555436,3636.83659,2465.823327,7607.065655,4781.718433,1599.805871,11061.07411,3915.593471,2695.680154,1628.152643,21993.63344,19990.25354,1010.288132,760.9319067
2011,24553.35896,30822.38829,8218.75713,5402.000489,6933.339634,5736.344564,2776.18102,643.9645133,632.4654229,6427.105591,23075.00996,9757.235506,7759.246281,3844.731123,2688.276831,8002.503906,5090.710254,1692.034372,11384.33086,4247.519035,2763.42229,1722.093367,21833.70158,20367.23796,1044.639086,804.4988905
2012,24804.56314,31361.78276,8537.509259,5453.184632,6979.607386,5997.243258,2944.271688,656.8515813,617.1499894,6565.620589,22902.60218,9787.48923,7887.261514,3879.115661,2855.494068,8368.957003,5177.726251,1765.015964,11552.96134,4521.60207,2889.620872,1827.200405,22261.182,20868.49492,1087.551858,836.0310928
2013,24976.12626,31880.60307,8529.757404,5527.725115,7098.134328,6204.281254,2955.270276,685.3660945,636.8262236,6701.333358,22941.11825,9902.568032,8158.973893,3905.024505,3031.310167,8631.778111,5251.630965,1870.651218,11853.19256,4833.474908,2974.686377,1926.00029,22724.65256,20985.40127,1119.746781,876.6051403
2014,25317.60147,32463.64634,8660.020043,5609.929448,7046.612361,6255.185097,2955.701885,716.3800652,657.6462266,6796.096486,23159.40154,10164.431,8337.294408,3774.287752,3170.358101,8817.931799,5373.713882,1994.900664,12189.66141,5158.791022,3057.778035,2021.820268,22813.19769,21199.28835,1160.240302,914.9324823
2015,25763.47854,32998.40074,8877.021823,5774.549226,7216.513624,6491.044996,3044.20818,753.1636696,673.882358,6975.972035,23413.30974,10398.50283,8651.243597,3933.789894,3364.932258,9216.747855,5588.96704,2109.210668,12601.81131,5611.298005,3174.209076,2140.192562,23112.32031,21542.6738,1200.862503,951.59046
2016,26275.06695,33692.92838,9093.846984,5960.84403,7446.735626,6709.311137,3190.682481,791.9353645,704.5421726,7193.374288,23755.20435,10712.35624,8955.47499,4081.826338,3567.782469,9597.556028,5819.141661,2238.487171,13029.53127,6056.266156,3314.309645,2273.411605,23405.42327,21901.93235,1250.930426,995.7479419
2017,26779.02467,34390.49578,9316.698469,6154.229314,7682.612721,6933.798433,3343.026041,832.9539145,736.8250416,7426.28141,24099.64447,11038.90106,9265.446013,4242.392322,3780.329223,9993.086148,6056.980004,2375.725852,13470.59932,6538.337169,3460.159012,2414.608935,23702.05261,22263.3775,1302.663911,1041.521367
2018,27277.81411,35089.57158,9546.01916,6355.055914,7924.314575,7164.922128,3501.207956,876.2896434,770.7427594,7671.405619,24445.69812,11379.93154,9580.665666,4410.09782,4003.865139,10404.52774,6300.993834,2521.554688,13926.33816,7059.324784,3612.300308,2563.976274,24001.95891,22631.9785,1356.260732,1089.256921
2019,27772.92689,35789.78711,9781.803153,6563.389151,8171.616248,7403.026055,3665.743242,922.055959,806.5911081,7929.366337,24792.418,11735.88497,9900.72162,4586.24029,4238.722214,10834.04579,6550.618673,2676.40132,14398.71828,7622.305243,3771.253587,2721.783727,24304.97758,23009.00793,1411.868157,1138.800796
2020,28269.49064,36516.3982,10021.52325,6779.505929,8424.891819,7647.882713,3837.275516,970.55024,844.1984359,8198.654328,25147.62205,12106.34614,10230.11128,4771.823779,4484.584595,11285.16081,6803.450637,2841.606766,14888.06004,8231.101616,3936.965257,2886.988912,24612.77621,23397.47438,1469.685125,1189.805504
2021,28662.04014,36996.77361,10261.45489,7007.925718,8632.868898,7874.597802,4010.161595,1024.843621,881.43532,8456.318408,25465.75637,12444.34015,10515.60568,4955.279864,4748.738253,11695.81624,7031.249682,3002.286212,15316.7653,8768.203844,4094.47677,3052.752182,24977.90345,23704.34746,1531.331364,1232.789917
2022,29056.21349,37491.75278,10505.56211,7244.795179,8844.096564,8107.324533,4190.239432,1082.251825,920.3983699,8724.194706,25787.35006,12793.39327,10808.94026,5143.933764,5030.106117,12117.04543,7263.459641,3172.386955,15757.85018,9336.359805,4257.92272,3225.896395,25347.29991,24023.06311,1595.603976,1276.68168
2023,29452.82868,38000.88221,10753.42475,7490.652788,9058.933131,8346.19219,4377.806772,1142.833666,961.1118344,9002.374433,26112.81475,13154.33137,11109.36292,5339.773997,5329.780282,12551.66681,7499.248659,3352.451233,16209.05322,9938.089531,4427.535523,3408.409115,25720.7767,24346.70852,1662.656202,1321.538634
2024,29852.67854,38524.4136,11005.19515,7745.875949,9277.175951,8591.39569,4573.189202,1206.653025,1003.646524,9291.06831,26442.31184,13527.6299,11417.19913,5538.001905,5649.234373,13000.80099,7738.303172,3543.099296,16670.83892,10575.70133,4603.636986,3600.837522,26098.39092,24676.1956,1732.659239,1367.208043
2025,30256.26975,39062.36582,11260.79342,8010.816361,9499.245998,8843.087706,4776.661244,1273.790147,1048.070179,9590.735625,26776.42685,13913.26375,11732.24859,5742.5815,5989.47069,13464.99723,7980.612762,3744.913783,17143.41387,11251.69421,4786.492024,3803.662878,26480.07602,25010.91741,1805.765803,1413.843765
2026,30660.00723,39481.18014,11513.64389,8278.147826,9680.148067,9085.556332,4975.657077,1344.258793,1095.919212,9867.894591,27110.83806,14277.95427,12010.66097,5935.068689,6279.721279,13907.30426,8222.597335,3933.486543,17533.44497,11797.03939,4958.458208,3986.159938,26853.78118,25295.20836,1879.456766,1459.271029
2027,31068.93693,39911.52185,11770.01612,8555.445444,9863.216142,9333.995798,5182.274102,1418.275783,1145.973299,10154.27736,27449.4165,14653.91443,12294.56358,6131.712727,6585.215317,14362.87818,8467.546327,4131.840114,17931.32858,12366.65737,5136.617958,4176.908041,27231.50569,25582.74541,1956.351964,1505.579191
2028,31441.97747,40355.00767,12031.00429,8843.656538,10048.45071,9589.022008,5396.687825,1495.951065,1198.345444,10450.25756,27792.31301,15040.97451,12583.85706,6332.030319,6906.451672,14831.5363,8715.241038,4340.242375,18338.43677,12961.65679,5321.715674,4376.177872,27614.6953,25872.91697,2036.532761,1552.920677
2029,31818.72642,40809.87095,12296.75635,9142.583412,10238.13835,9851.001637,5619.232894,1577.394913,1253.069442,10756.11111,28139.06526,15438.85316,12878.67716,6535.02974,7243.825603,15313.63823,8965.600641,4559.024757,18755.21115,13582.8586,5513.928851,4583.056423,28003.01879,26166.93329,2120.112182,1601.155631
2030,32199.03459,41275.77147,12567.28739,9452.657218,10430.2412,10120.14763,5850.030492,1662.75115,1310.260168,11072.02999,28490.43148,15847.60646,13179.08886,6740.188241,7598.145874,15809.36783,9219.153341,4788.670577,19181.78163,14231.54749,5713.589626,4799.106509,28396.55668,26462.70058,2207.530338,1650.322258
2031,32626.82492,41650.95979,12830.88812,9763.25111,10600.46621,10381.24102,6066.965391,1749.036001,1369.363145,11370.91064,28870.36111,16236.7307,13453.09513,6925.467885,7885.348792,16233.11997,9452.797387,4998.288519,19545.73196,14754.89014,5905.603222,4994.528645,28737.42254,26735.77948,2295.430835,1700.495179
2032,33059.95565,42034.35108,13099.12689,10085.22634,10772.40592,10649.26503,6291.54862,1839.281066,1431.050096,11678.73931,29254.44822,16635.52517,13733.18242,7110.541019,8185.613281,16667.21591,9689.125986,5216.868827,19916.74694,15295.50511,6104.747342,5197.633978,29081.92334,27009.60987,2387.039329,1752.783253
2033,33497.32402,42425.49748,13372.17665,10418.84828,10948.48707,10924.71203,6523.96993,1933.613543,1495.400333,11995.9401,29642.87638,17044.19417,14018.58198,7295.426757,8499.262507,17112.04154,9928.466277,5444.43155,20294.55332,15853.91026,6311.503794,5408.7038,29429.92195,27286.27039,2482.55133,1806.237514
2034,33938.62473,42824.07947,13650.1423,10764.3359,11126.61229,11207.59599,6764.442051,2032.21047,1562.471176,12322.7265,30035.46287,17462.83119,14309.22182,7479.850406,8826.955979,17567.5683,10171.09837,5681.325763,20678.776,16430.63904,6526.863544,5627.97843,29781.04856,27565.00936,2582.118309,1860.959926
2035,34374.24228,43229.37344,13933.42393,11063.96034,11306.05628,11476.11881,7016.48996,2135.402865,1632.716184,12661.62891,30422.33717,17870.65267,14605.46338,7676.287923,9139.007716,18032.19673,10405.34625,5910.198649,21055.82431,17004.4641,6734.138842,5866.139371,30110.2913,27862.64338,2677.396534,1919.767681
2036,34820.02927,43589.70479,14208.33032,11375.69445,11481.41575,11741.48993,7261.200667,2244.495165,1709.276061,12987.97941,30841.60974,18246.5595,14895.16527,7853.347592,9403.695873,18412.06802,10620.71326,6131.706947,21392.66847,17513.00784,6943.208123,6095.365314,30407.90969,28162.62393,2777.707043,1989.271964
2037,35269.69743,43957.35501,14488.06744,11698.23758,11660.63421,12014.23471,7513.923734,2358.51984,1788.853455,13323.7615,31266.41958,18631.2756,15190.98976,8036.884996,9678.668256,18798.76228,10839.17956,6361.954495,21735.19841,18034.88777,7160.163272,6333.725197,30708.1895,28467.25262,2882.151329,2061.332987
2038,35722.7653,44330.80865,14772.82331,12031.81893,11843.58458,12294.32186,7774.67462,2477.595927,1871.182199,13669.063,31693.11746,19024.41652,15493.06614,8226.032824,9964.960943,19193.20932,11060.56458,6601.060714,22083.56082,18570.24226,7385.00463,6581.415844,31011.0328,28775.80923,2990.818743,2135.925686
2039,36179.36378,44710.25051,15062.80419,12377.00945,12030.46453,12582.08477,8043.933954,2602.061551,1955.820824,14024.45592,32125.29192,19426.57664,15801.76727,8420.778793,10263.14465,19595.89276,11285.42194,6849.381585,22437.71422,19119.69778,7618.248427,6838.931261,31316.588,29088.70597,3103.863047,2213.166483
2040,36639.02175,45095.51596,15358.13126,12734.22861,12221.36874,12877.77434,8322.013725,2732.17841,2042.578743,14390.04504,32562.89593,19837.88609,16117.22889,8621.007287,10573.6087,20007.12543,11514.14113,7107.221198,22797.68464,19683.66892,7860.212338,7106.714263,31624.92702,29405.79379,3221.41549,2293.121961
2041,37071.02658,45440.69244,15658.98847,13102.65628,12406.73184,13172.76015,8593.903854,2869.921797,2132.619231,14738.61482,33011.43382,20203.41927,16420.09233,8794.932362,10839.40235,20329.29008,11727.67168,7353.077867,23130.43301,20197.29926,8102.245438,7361.199452,31961.17799,29733.94422,3342.087549,2386.567246
2042,37503.72567,45790.50902,15965.50003,13484.14563,12596.08907,13475.87442,8874.415598,3014.021979,2222.66502,15096.61847,33464.83438,20575.92375,16729.23863,8972.806057,11115.04468,20656.79562,11944.81242,7607.5561,23466.92121,20722.74853,8353.23404,7625.116006,32300.97731,30066.34658,3467.442235,2483.724361
2043,37936.91535,46144.48135,16277.74358,13879.08227,12789.51446,13787.41946,9163.714355,3164.755913,2314.298698,15464.22401,33922.99932,20955.60281,17044.85249,9154.659149,11400.63918,20989.851,12165.68237,7870.894149,23807.90841,21261.7091,8613.235593,7898.80914,32644.21591,30403.01105,3597.586779,2584.669037
2044,38371.31202,46502.43673,16595.83889,14287.97401,12987.16331,14107.4868,9462.026931,3322.435599,2410.440359,15841.57663,34386.50106,21342.54823,17366.94629,9340.609974,11696.66668,21328.69694,12390.36663,8143.367312,24153.29577,21812.73345,8882.729306,8182.651828,32991.0755,30743.53623,3732.668668,2689.556896
2045,38807.64626,46864.08486,16919.84962,14711.31344,13189.13716,14436.30848,9769.547647,3487.386785,2513.07467,16228.811,34855.82276,21736.87542,17695.53602,9530.790491,12003.33267,21673.53623,12619.00828,8425.242812,24503.10381,22375.98723,9161.974739,8477.02393,33341.54934,31087.72219,3872.817213,2798.50475
2046,39194.52508,47173.50152,17254.32511,15144.81169,13386.09057,14767.36025,10070.95629,3660.288749,2624.362384,16597.54338,35326.40715,22100.9285,18011.79413,9698.535302,12264.07516,21950.97825,12834.78037,8695.754547,24823.99983,22866.81891,9439.709405,8758.038671,33693.38419,31406.69925,4015.536505,2920.23798
2047,39582.7991,47485.21148,17595.02051,15593.74334,13587.28158,15108.75665,10381.00012,3841.216874,2743.809638,16975.05967,35803.07005,22471.25524,18334.02793,9869.732845,12533.20048,22232.99548,13054.64826,8974.9331,25147.07254,23366.30303,9727.105823,9048.685352,34051.37068,31728.31587,4163.385536,3046.937785
2048,39972.66131,47799.07617,17941.94557,16058.7205,13792.88067,15459.3432,10699.70606,4030.572015,2871.853764,17361.42882,36286.02429,22848.07728,18662.3732,10044.49624,12810.93695,22519.71168,13278.3644,9263.064674,25472.22962,23874.38443,10024.52557,9349.283269,34412.99987,32052.43807,4316.511157,3178.721175
2049,40364.48154,48115.64188,18295.1668,16540.5233,14003.02634,15819.36336,11027.0998,4228.792233,3008.981817,17756.37465,36775.51247,23231.59077,18996.95122,10222.93394,13097.55019,22811.34271,13505.15761,9560.425306,25800.38128,24388.76059,10332.2462,9660.090685,34778.46026,32378.83789,4475.0864,3315.726036
2050,40758.0128,48436.16942,18654.87188,17039.96508,14217.71336,16188.69179,11363.29713,4436.294975,3155.828087,18158.73194,37271.2127,23621.65769,19337.47081,10404.91195,13392.32764,23108.18163,13735.90591,9867.153229,26128.42769,24917.2155,10649.5906,9980.673346,35146.80451,32706.6899,4639.249722,3457.829911
