t,Region,Urban,Rural
2041,1,55.33871,68.37566
2041,2,54.89703,67.58157
2041,3,41.06457,51.2725
2041,4,25.0349,32.15002
2041,5,33.13364,40.33316
2041,6,38.56155,47.68059
2041,7,23.12428,29.91382
2041,8,13.33979,17.42686
2041,9,8.221577,10.9883
2041,10,29.87127,38.27102
2041,11,46.84013,58.69457
2041,12,41.79433,53.62455
2041,13,39.84455,50.8136
2041,14,35.25096,44.89803
2041,15,22.06541,28.86849
2041,16,33.97729,42.998
2041,17,25.83653,32.93565
2041,18,14.84664,19.65085
2041,19,40.79303,51.25508
2041,20,45.4894,58.98354
2041,21,20.27004,26.53855
2041,22,18.98275,24.79926
2041,23,36.01148,45.96781
2041,24,58.05977,71.44926
2041,25,14.9371,19.78478
2041,26,11.23985,14.82139
2041,27,0,0
2042,1,55.60112,68.63247
2042,2,54.95736,67.58614
2042,3,41.31901,51.55259
2042,4,25.36506,32.56124
2042,5,33.5095,40.76333
2042,6,39.0826,48.28516
2042,7,23.39883,30.25582
2042,8,13.55474,17.69978
2042,9,8.432037,11.26389
2042,10,30.59762,39.18384
2042,11,47.03415,58.89981
2042,12,42.12145,54.02185
2042,13,40.1192,51.14179
2042,14,35.75571,45.51885
2042,15,22.27834,29.13325
2042,16,34.27713,43.35302
2042,17,26.00914,33.14189
2042,18,15.2318,20.14902
2042,19,41.05618,51.55549
2042,20,45.67674,59.19759
2042,21,20.57333,26.92171
2042,22,19.2286,25.10938
2042,23,36.18063,46.16121
2042,24,58.18347,71.53487
2042,25,15.13288,20.03353
2042,26,11.4313,15.06682
2042,27,0,0
2043,1,55.86758,68.8916
2043,2,55.0185,67.58932
2043,3,41.57004,51.82705
2043,4,25.69537,32.97216
2043,5,33.88968,41.19765
2043,6,39.60406,48.88811
2043,7,23.67779,30.60312
2043,8,13.77507,17.97944
2043,9,8.653708,11.55417
2043,10,31.33856,40.11429
2043,11,47.22864,59.10449
2043,12,42.44971,54.42002
2043,13,40.39183,51.46685
2043,14,36.27434,46.15643
2043,15,22.49867,29.40737
2043,16,34.5821,43.71362
2043,17,26.18355,33.3501
2043,18,15.6298,20.66356
2043,19,41.31464,51.84897
2043,20,45.86797,59.4162
2043,21,20.88137,27.31062
2043,22,19.48075,25.42742
2043,23,36.34823,46.3521
2043,24,58.3065,71.61752
2043,25,15.33478,20.2901
2043,26,11.62934,15.32069
2043,27,0,0
2044,1,56.1334,69.14706
2044,2,55.08024,67.59082
2044,3,41.81752,52.09566
2044,4,26.02549,33.3824
2044,5,34.27337,41.63508
2044,6,40.12532,49.48866
2044,7,23.96186,30.95659
2044,8,14.00096,18.26606
2044,9,8.887191,11.85992
2044,10,32.09122,41.05862
2044,11,47.42228,59.30695
2044,12,42.77761,54.81713
2044,13,40.66237,51.78861
2044,14,36.80258,46.80522
2044,15,22.72529,29.68938
2044,16,34.89215,44.07971
2044,17,26.36028,33.56088
2044,18,16.0408,21.19467
2044,19,41.56829,52.13539
2044,20,46.06303,59.63933
2044,21,21.19377,27.70476
2044,22,19.73787,25.75157
2044,23,36.51433,46.54055
2044,24,58.42822,71.69628
2044,25,15.54312,20.55489
2044,26,11.83418,15.58325
2044,27,0,0
2045,1,56.39506,69.39437
2045,2,55.14237,67.59017
2045,3,42.06132,52.3582
2045,4,26.35502,33.7914
2045,5,34.65977,42.0746
2045,6,40.64576,50.08588
2045,7,24.25181,31.31721
2045,8,14.23257,18.55985
2045,9,9.133117,12.18196
2045,10,32.853,42.01348
2045,11,47.61401,59.50574
2045,12,43.10385,55.21152
2045,13,40.93071,52.10699
2045,14,37.33703,47.46088
2045,15,22.95724,29.97798
2045,16,35.20708,44.45102
2045,17,26.53947,33.77442
2045,18,16.4649,21.74244
2045,19,41.81715,52.41476
2045,20,46.26194,59.86691
2045,21,21.51032,28.10383
2045,22,20.00039,26.08245
2045,23,36.67903,46.72663
2045,24,58.54871,71.77114
2045,25,15.75809,20.82814
2045,26,12.04602,15.85476
2045,27,0,0
2046,1,56.62429,69.59863
2046,2,55.19563,67.57588
2046,3,42.31078,52.62619
2046,4,26.68225,34.19697
2046,5,35.03366,42.49773
2046,6,41.15444,50.66629
2046,7,24.53126,31.66385
2046,8,14.46918,18.85984
2046,9,9.394938,12.52486
2046,10,33.57466,42.9159
2046,11,47.8021,59.69877
2046,12,43.40486,55.57296
2046,13,41.18526,52.40718
2046,14,37.82669,48.05854
2046,15,23.14931,30.2142
2046,16,35.46611,44.75077
2046,17,26.70679,33.97248
2046,18,16.87631,22.27279
2046,19,42.04644,52.66854
2046,20,46.45256,60.08329
2046,21,21.8196,28.4929
2046,22,20.24236,26.38617
2046,23,36.84367,46.91211
2046,24,58.65921,71.83131
2046,25,15.97644,21.10555
2046,26,12.28678,16.16405
2046,27,0,0
2047,1,56.84829,69.79317
2047,2,55.24906,67.55898
2047,3,42.55601,52.88729
2047,4,27.0086,34.60092
2047,5,35.40944,42.92188
2047,6,41.66248,51.24342
2047,7,24.82021,32.02228
2047,8,14.71169,19.1672
2047,9,9.670806,12.88613
2047,10,34.30159,43.82388
2047,11,47.98779,59.88742
2047,12,43.70367,55.931
2047,13,41.43773,52.70411
2047,14,38.31889,48.65841
2047,15,23.34436,30.454
2047,16,35.72837,45.05364
2047,17,26.87544,34.17182
2047,18,17.29968,22.81827
2047,19,42.27152,52.91594
2047,20,46.64622,60.30311
2047,21,22.13272,28.88649
2047,22,20.49007,26.69702
2047,23,37.0075,47.09592
2047,24,58.76893,71.88789
2047,25,16.20142,21.3914
2047,26,12.53653,16.48484
2047,27,0,0
2048,1,57.06715,69.97803
2048,2,55.30265,67.53915
2048,3,42.79677,53.14115
2048,4,27.33372,35.0028
2048,5,35.78707,43.34703
2048,6,42.16843,51.81541
2048,7,25.12221,32.39707
2048,8,14.96035,19.48224
2048,9,9.961448,13.26671
2048,10,35.03186,44.73496
2048,11,48.17115,60.07174
2048,12,43.99995,56.28517
2048,13,41.68806,52.99765
2048,14,38.81265,49.25917
2048,15,23.54241,30.6974
2048,16,35.99381,45.35949
2048,17,27.04654,34.3739
2048,18,17.73516,23.37903
2048,19,42.49252,53.15714
2048,20,46.84295,60.52631
2048,21,22.44964,29.28454
2048,22,20.744,27.01563
2048,23,37.17019,47.27766
2048,24,58.87796,71.94099
2048,25,16.43311,21.68578
2048,26,12.79558,16.81752
2048,27,0,0
2049,1,57.28075,70.15276
2049,2,55.35638,67.51631
2049,3,43.0327,53.38717
2049,4,27.6573,35.40221
2049,5,36.1664,43.77289
2049,6,42.67159,52.38128
2049,7,25.44266,32.79516
2049,8,15.21563,19.80555
2049,9,10.26761,13.66756
2049,10,35.76232,45.64502
2049,11,48.35226,60.25189
2049,12,44.29329,56.63497
2049,13,41.9362,53.28778
2049,14,39.30633,49.85871
2049,15,23.74377,30.94478
2049,16,36.26334,45.66946
2049,17,27.22269,34.58197
2049,18,18.18283,23.95518
2049,19,42.70965,53.39228
2049,20,47.04225,60.75233
2049,21,22.77061,29.68733
2049,22,21.00629,27.34476
2049,23,37.33181,47.45742
2049,24,58.98706,71.99133
2049,25,16.67156,21.98872
2049,26,13.0642,17.16245
2049,27,0,0
2050,1,57.48811,70.31603
2050,2,55.4101,67.49001
2050,3,43.26395,53.62564
2050,4,27.97886,35.7985
2050,5,36.54687,44.19873
2050,6,43.16943,52.93784
2050,7,25.78809,33.2249
2050,8,15.47738,20.13693
2050,9,10.59006,14.08968
2050,10,36.48695,46.54641
2050,11,48.53112,60.42772
2050,12,44.58318,56.97967
2050,13,42.18208,53.57436
2050,14,39.79665,50.45284
2050,15,23.94757,31.19499
2050,16,36.53565,45.98183
2050,17,27.40099,34.79234
2050,18,18.64259,24.54653
2050,19,42.92171,53.6199
2050,20,47.24451,60.98159
2050,21,23.09619,30.09561
2050,22,21.28611,27.69633
2050,23,37.49218,47.63492
2050,24,59.09942,72.04256
2050,25,16.91668,22.3001
2050,26,13.34271,17.52
2050,27,0,0
